RIVPACS Model,End Group,Season Code,Season,TL1 BMWP,TL1 NTAXA,TL1 ASPT,"TL2 WHPT Score (nonAb,DistFam)","TL2 WHPT NTAXA (nonAb,DistFam)","TL2 WHPT ASPT (nonAb,DistFam)","TL2 WHPT Score (nonAb,CompFam)","TL2 WHPT NTAXA (nonAb,CompFam)","TL2 WHPT ASPT (nonAb,CompFam)","TL2 WHPT Score (AbW,DistFam)","TL2 WHPT NTAXA (AbW,DistFam)","TL2 WHPT ASPT (AbW,DistFam)","TL2 WHPT Score (AbW,CompFam)","TL2 WHPT NTAXA (AbW,CompFam)","TL2 WHPT ASPT (AbW,CompFam)",TL1 AWIC(Fam),TL4 AWIC(Sp) Murphy,TL5 AWIC(Sp) Murphy,TL4 WFD AWIC(Sp) McFarland,TL5 WFD AWIC(Sp) McFarland,TL4 Raddum,TL5 Raddum,TL4 SEPA % Acid Sensitive Taxa,TL5 SEPA % Acid Sensitive Taxa,TL4 MetTol,TL5 MetTol,TL1/2 LIFE(Fam) (CompFam),TL2 LIFE(Fam) (DistFam),TL3 LIFE(Fam) (DistFam),TL4 LIFE(Sp),TL5 LIFE(Sp),TL3 PSI(Fam),TL4 PSI(Sp),TL5 PSI(Sp),TL3 E-PSI(fam69),TL4 E-PSI(mixed level),TL5 E-PSI(mixed level),TL4 oFSIsp,TL5 oFSIsp,TL4 ToFSIsp,TL5 ToFSIsp,TL4 CoFSIsp,TL5 CoFSIsp,TL4 GSFI FI05,TL5 GSFI FI05,TL4 GSFI FI09,TL5 GSFI FI09,TL4 GSFI FI091,TL5 GSFI FI091,TL4 GSFI FI091_K,TL5 GSFI FI091_K,TL4 GSFI FI092,TL5 GSFI FI092,TL4 GSFI FI11_12,TL5 GSFI FI11_12,TL4 GSFI FI14_16,TL5 GSFI FI14_16,TL4 GSFI FI15_17,TL5 GSFI FI15_17,TL4 GSFI FI152,TL5 GSFI FI152,TL2 SPEAR(Fam) %,TL4 SPEAR(Sp) %,TL5 SPEAR(Sp) %,SPEAR(pesticides) TL2 fam Knillmann 2018,SPEAR(refuge) TL2 fam Knillmann 2018,SPEAR(pesticides) TL4 sp Knillmann 2018,SPEAR(refuge) TL4 sp Knillmann 2018,SPEAR(pesticides) TL5 sp Knillmann 2018,SPEAR(refuge) TL5 sp Knillmann 2018,TL4 CCI,TL5 CCI,TL2 08 Group ARMI NTaxa,TL2 08 Group ARMI Score,TL2 33 Group ARMI NTaxa,TL2 33 Group ARMI Score,TL2 33 Group Flow & Silt NTaxa,TL2 33 Group Flow & Silt Score,TL2 14 Group Urban NTaxa,TL2 14 Group Urban Score
RIVPACS IV NI,2,1,Spring,113.85714,18.42857,6.17729,130.77143,19.71429,6.65057,130.21429,19.57143,6.67086,130.32857,19.71429,6.59686,129.97143,19.57143,6.627,4.52643,6.72471,6.72471,9.13643,9.13643,1,1,28.17543,28.16614,47.11771,45.54786,7.79157,7.77643,7.77643,8.55071,8.56086,68.84729,87.12114,86.309,93.25214,96.01914,95.69557,6.24257,6.44614,5.41486,5.50171,5.25971,5.38014,0.12814,0.12814,1.01943,1.02343,1.01943,1.02343,1.216,1.24157,0.89186,0.88829,-0.15314,-0.262,1.25843,1.38,1.00629,0.995,1.17614,0.86771,51.22386,48.75886,52.69543,46.35114,91.31971,89.07243,72.52171,43.19286,86.05643,9.60186,8.08214,6.28571,11.57143,14.71429,25.28571,14.71429,27,9.71429,16.71429
RIVPACS IV NI,2,2,Summer,94.57143,16.57143,5.72157,117.12857,18.85714,6.24371,111.57143,18.14286,6.17886,119.21429,18.85714,6.35943,113.62857,18.14286,6.299,5.01343,7.40871,7.40871,10.25786,10.25786,1,1,46.41957,46.37886,45.952,45.318,7.88829,7.88914,7.88914,8.55029,8.56714,69.98957,86.66986,84.92771,91.87729,96.70457,96.28857,6.16257,6.40471,5.16671,5.18729,5.09043,5.18686,-0.11257,-0.11257,0.93357,0.97857,0.93357,0.97857,0.99629,1.01286,0.55643,0.53771,-0.26657,-0.38029,1.21343,1.36043,1.01557,1.04314,1.10157,0.90571,47.60029,44.84414,49.56171,54.46414,83.79314,91.528,61.135,57.13443,76.37957,7.80986,5.66329,6.57143,12.42857,15.42857,27.28571,15.42857,30.57143,10.28571,18.14286
RIVPACS IV NI,2,3,Autumn,95.28571,16.71429,5.70457,111.38571,17.71429,6.31414,109.11429,17.42857,6.28743,113.45714,17.71429,6.42357,111.14286,17.42857,6.39657,4.876,7.02314,7.02314,9.55771,9.55771,1,1,60.57571,60.12357,44.94814,44.73243,7.74071,7.71429,7.71429,8.367,8.452,70.06671,88.07514,86.95143,92.62457,96.12671,95.682,6.25014,6.37557,5.46,5.42243,5.288,5.31043,-0.38171,-0.38171,0.872,0.89871,0.872,0.89871,1.126,1.15157,0.49814,0.49814,-0.36571,-0.49486,1.29671,1.45343,0.99786,1.00529,1.14071,0.95457,45.83243,46.46329,48.34686,61.98743,97.09743,91.57371,93.99943,74.40371,95.68714,9.07057,9.08214,5.85714,10.28571,14.42857,21.85714,14.42857,28.42857,9.28571,15.14286
RIVPACS IV NI,2,4,Spring & Summer,134.71429,22,6.12114,162.25714,24.57143,6.61586,155.9,23.71429,6.582,166.04286,24.57143,6.77086,159.75714,23.71429,6.74757,4.58429,6.922,6.922,9.55929,9.55929,1,1,38.40871,38.38571,46.156,44.76229,7.85414,7.84671,7.84671,8.66114,8.66014,70.67814,86.70786,85.08271,92.30886,96.17486,95.75614,6.125,6.36329,5.39443,5.46357,5.20686,5.32971,-0.00257,-0.00257,1.00829,1.03286,1.00829,1.03286,1.12743,1.154,0.76629,0.75486,-0.12086,-0.24086,1.25543,1.38886,0.99471,0.99586,1.10186,0.90443,51.44729,48.03514,53.83214,54.29429,85.47243,91.08514,62.7,53.15,78.20514,10.12114,7.897,6.85714,15.71429,17.14286,35,17.14286,35.57143,11,22.85714
RIVPACS IV NI,2,5,Spring & Autumn,144.57143,23.71429,6.09429,168.45714,25.57143,6.58929,165.31429,25.14286,6.57457,172.68571,25.57143,6.75471,169.7,25.14286,6.74929,4.56229,6.77129,6.77129,9.27657,9.27657,1,1,37.93014,37.76743,45.63029,44.21029,7.729,7.72171,7.72171,8.52971,8.585,68.62543,86.53414,85.43829,91.94671,95.79643,95.37,6.134,6.33157,5.35743,5.40057,5.18914,5.28271,-0.08029,-0.08029,0.96329,0.97929,0.96329,0.97929,1.14443,1.17271,0.73429,0.72943,-0.18271,-0.28314,1.24857,1.38886,0.99157,0.99214,1.10214,0.90871,50.40429,49.33114,53.24486,52.572,91.90586,90.45986,78.43829,54.91443,87.73729,9.77371,9.52043,6.85714,14.85714,18.14286,33.28571,18.14286,36,11.14286,21.57143
RIVPACS IV NI,2,6,Summer & Autumn,128,21.71429,5.87757,155.45714,24.28571,6.39243,149.54286,23.57143,6.33057,159.22857,24.28571,6.55486,153.47143,23.57143,6.50529,4.82729,7.124,7.124,9.901,9.901,1,1,49.80471,49.65014,45.329,44.58643,7.72943,7.73786,7.73786,8.50814,8.57271,69.246,85.79829,84.34557,91.22614,95.74229,95.47471,6.10786,6.32086,5.245,5.285,5.116,5.21329,-0.14843,-0.14843,0.907,0.94171,0.907,0.94171,1.06829,1.09557,0.60771,0.597,-0.24843,-0.36014,1.22614,1.373,0.99429,1.00086,1.08571,0.914,47.46714,45.64114,49.58286,55.08014,87.80257,92.39571,73.54729,60.09671,82.84186,9.91386,9.03257,7,15.42857,18.14286,33.71429,18.14286,37.71429,11.14286,22
RIVPACS IV NI,2,7,"Spring, Summer & Autumn",152.14286,24.85714,6.11686,183.74286,27.71429,6.63686,176.98571,26.85714,6.593,189.55714,27.71429,6.84829,182.9,26.85714,6.81629,4.57014,6.82329,6.82329,9.47329,9.47329,1,1,41.325,41.22671,45.48129,44.056,7.77757,7.77543,7.77543,8.62786,8.67329,69.77514,85.57886,84.10957,91.66086,95.40743,95.06229,6.04429,6.26329,5.39286,5.44971,5.178,5.287,-0.07729,-0.07729,0.97429,1.00371,0.97429,1.00371,1.11586,1.14771,0.73257,0.72357,-0.12029,-0.22357,1.256,1.38986,0.98314,0.97986,1.07914,0.89671,50.22129,47.58871,52.83971,54.29014,87.80186,91.608,70.84871,55.63714,82.46414,10.42743,9.42814,7,17.14286,18.85714,38.85714,18.85714,40,11.42857,24.57143
RIVPACS IV NI,3,1,Spring,117.83333,18.16667,6.47233,136.54167,19.08333,7.15708,132.50833,18.66667,7.1075,136.23333,19.08333,7.12133,132.36667,18.66667,7.08025,4.19108,6.56725,6.56725,8.748,8.748,1,1,48.84942,48.69742,44.944,43.87567,7.99025,7.99042,7.99042,8.60533,8.60833,78.39558,93.76758,92.93625,95.94433,97.96008,97.52483,6.24558,6.44058,5.87317,5.78283,5.52167,5.53833,-0.19475,-0.17925,1.03267,1.04742,1.03267,1.04742,1.275,1.29,0.63242,0.63175,0.03675,0.02292,1.56358,1.68425,1.01683,1.0255,1.11958,0.87492,53.38808,53.00233,56.66817,59.64608,95.69542,93.4655,91.19917,63.48933,94.53817,9.22767,8.73375,6,10.58333,13.5,21.75,13.5,27.08333,9.25,14.91667
RIVPACS IV NI,3,2,Summer,102.41667,17.16667,5.99125,116.85833,18,6.49533,113.51667,17.58333,6.46383,115.40833,18,6.39408,112.11667,17.58333,6.36358,4.68017,7.26133,7.26133,9.70792,9.70792,1,1,36.17133,36.02283,43.74183,43.11525,7.76117,7.75008,7.75008,8.37783,8.39925,75.277,91.52658,89.93067,92.81517,96.70133,96.32633,6.20583,6.47492,5.25267,5.09783,5.15467,5.16033,-0.46542,-0.46542,0.91675,0.94258,0.91675,0.94258,1.0955,1.12058,0.41775,0.406,-0.06908,-0.142,1.41842,1.64442,0.97483,0.96133,1.11475,0.96875,45.30658,45.08767,48.938,41.25975,88.71383,97.09667,65.8115,41.46383,85.06417,8.57025,7.34325,6.58333,10.75,14.41667,23.16667,14.41667,27.5,9.91667,15.91667
RIVPACS IV NI,3,3,Autumn,112.58333,18.33333,6.14058,132.39167,19.41667,6.81258,128.09167,18.91667,6.76433,133.89167,19.41667,6.87625,129.86667,18.91667,6.84558,4.44792,6.703,6.703,9.01983,9.01983,1,1,50.65592,50.57658,44.52783,43.91433,7.78592,7.76183,7.76183,8.51475,8.53792,77.46883,92.44442,92.02517,94.22133,96.64375,96.32442,6.277,6.41425,5.64158,5.54958,5.40067,5.39633,-0.31642,-0.32933,0.92433,0.92983,0.92433,0.92983,1.282,1.28883,0.54975,0.54975,0.094,-0.01592,1.43833,1.633,0.92583,0.91325,1.04267,0.88583,48.25217,48.55308,51.32292,59.41142,93.25817,87.073,86.56542,73.43333,89.27917,10.01975,10.0035,5.91667,11.16667,14.58333,23.16667,14.58333,29.91667,9.33333,15.83333
RIVPACS IV NI,3,4,Spring & Summer,145.91667,22.66667,6.42725,170.425,24.33333,7.00133,163.525,23.5,6.96008,172.65,24.33333,7.08467,166.075,23.5,7.06142,4.3395,6.67183,6.67183,9.001,9.001,1,1,43.5615,43.38842,44.32608,43.17842,7.888,7.87533,7.87533,8.64167,8.66142,75.80667,92.39567,91.20092,93.892,97.44033,96.98342,6.21692,6.44475,5.57167,5.49375,5.34,5.37517,-0.15492,-0.14517,0.97767,0.99825,0.97767,0.99825,1.2175,1.23867,0.62083,0.61725,0.09,0.05442,1.47008,1.63725,0.9745,0.96692,1.0895,0.89025,51.15208,51.12342,56.13883,50.9605,91.57992,95.34983,79.54917,52.82083,89.55275,10.10742,9.62358,6.83333,14,16.5,30.25,16.5,34.25,10.58333,19.66667
RIVPACS IV NI,3,5,Spring & Autumn,153,23.41667,6.52908,180.40833,25.25,7.14058,173.26667,24.41667,7.09142,182.65,25.25,7.22167,176.03333,24.41667,7.19767,4.22967,6.58208,6.58208,8.88675,8.88675,1,1,50.476,50.34717,44.66983,43.52192,7.84525,7.82792,7.82792,8.62283,8.64092,75.56575,91.9735,90.97083,93.82217,96.85075,96.27442,6.23092,6.41475,5.69775,5.63358,5.41633,5.44425,-0.074,-0.07058,1.01742,1.03267,1.01742,1.03267,1.23617,1.253,0.64383,0.64258,0.13067,0.07208,1.46983,1.61325,0.96917,0.97142,1.09083,0.89567,51.233,50.62492,55.31483,57.06625,94.73433,90.99033,88.51367,66.589,92.27117,11.15942,11.0285,6.25,13.66667,16.83333,30.25,16.83333,34.16667,10.08333,19
RIVPACS IV NI,3,6,Summer & Autumn,141.66667,22.58333,6.27583,167.675,24.5,6.84633,159.6,23.5,6.79467,169.83333,24.5,6.925,162.33333,23.5,6.9035,4.48483,6.83083,6.83083,9.24342,9.24342,1,1,42.40058,42.25492,44.021,43.08558,7.79883,7.77058,7.77058,8.53742,8.55742,75.2715,91.22075,90.28633,92.86083,96.374,96.01692,6.21833,6.44433,5.3955,5.32317,5.24033,5.278,-0.212,-0.2185,0.93267,0.95133,0.93267,0.95133,1.23158,1.25242,0.59025,0.58408,0.11683,0.051,1.41,1.6055,0.95175,0.93367,1.08058,0.92083,47.95167,48.17975,51.98092,46.40342,91.17533,90.86625,79.11508,53.17475,87.89175,10.53017,10.35958,6.75,14.16667,17.08333,31.08333,17.08333,36.41667,10.58333,19.91667
RIVPACS IV NI,3,7,"Spring, Summer & Autumn",167.75,25.75,6.51183,198.7,28.16667,7.05308,189.34167,27,7.01242,202.69167,28.16667,7.1865,193.73333,27,7.167,4.33217,6.61925,6.61925,8.95467,8.95467,1,1,45.57767,45.42367,44.25825,42.94633,7.86092,7.84408,7.84408,8.65333,8.67292,74.68683,91.177,90.16392,93.10967,96.65767,96.17242,6.19758,6.41567,5.52383,5.47075,5.306,5.352,-0.05483,-0.05142,0.98583,1.006,0.98583,1.006,1.21125,1.23375,0.64433,0.64125,0.17442,0.12617,1.4355,1.59933,0.96108,0.95017,1.084,0.90108,50.9685,50.5815,55.858,50.90992,92.50183,92.54025,83.34883,57.24333,89.9425,11.43192,11.29717,6.83333,15.83333,18.16667,35.41667,18.16667,39.25,10.91667,22
RIVPACS IV NI,4,1,Spring,130.42857,20.42857,6.38271,154.52857,22.42857,6.89457,151.61429,22.14286,6.855,157,22.42857,6.99586,154.1,22.14286,6.959,4.43229,6.79571,6.79571,9.09886,9.09886,1,1,40.28886,39.46543,46.33057,45.43114,8.018,8.01743,8.01743,8.75,8.77457,74.57886,93.45357,92.87043,95.25514,98.06829,97.22043,6.25429,6.47657,5.509,5.48714,5.31743,5.38229,0.11257,0.18414,1.31857,1.34171,1.31857,1.34171,1.26329,1.28286,0.68886,0.68886,0.111,0.049,1.44143,1.66514,1.09371,1.16243,1.36529,1.01929,48.96986,47.36243,52.87671,51.69114,99.03257,96.39571,93.86014,50.28043,98.52329,8.04671,8.04671,6.14286,13,15.57143,28,15.57143,32.57143,9.57143,18.28571
RIVPACS IV NI,4,2,Summer,118.28571,20.28571,5.81586,147.31429,23.71429,6.19943,141.81429,23,6.15757,147.88571,23.71429,6.22814,142.47143,23,6.19257,4.75471,7.12214,7.12214,9.70486,9.70486,1,1,21.84071,21.72514,44.15471,42.44571,7.575,7.54871,7.54871,8.365,8.38943,66.39571,82.36729,82.94814,88.21729,93.09057,91.74614,6.19029,6.41029,4.905,4.92429,4.95114,5.039,-0.14571,-0.13486,0.77529,0.86614,0.77529,0.86614,0.90614,0.96429,0.33814,0.372,0.28429,0.187,1.26257,1.54543,0.98871,1.00057,1.16457,0.94971,40.09286,39.73586,45.29686,32.41257,93.16514,99.04343,65.68329,32.81629,91.21571,7.87571,7.82971,7,13.57143,17.71429,31.57143,17.71429,36.14286,10.85714,19
RIVPACS IV NI,4,3,Autumn,114.14286,19.57143,5.81129,137.78571,21.71429,6.33786,133.52857,21.28571,6.261,139.48571,21.71429,6.41271,135.51429,21.28571,6.35314,4.71586,6.79914,6.79914,9.15714,9.15714,1,1,42.629,42.13971,45.52486,43.729,7.62386,7.61843,7.61843,8.37314,8.43514,69.78014,88.364,89.47571,91.88286,95.918,94.93471,6.183,6.34729,5.35829,5.349,5.20657,5.259,-0.27557,-0.26257,1.14643,1.163,1.14643,1.163,1.14657,1.15957,0.49271,0.49271,0.10629,-0.01,1.28543,1.56314,1.03586,1.04657,1.17514,0.891,44.83043,46.712,50.51843,61.28629,97.003,94.296,88.10471,66.36386,92.03171,9.19,9.255,6,11.42857,16.14286,25.28571,16.14286,33.14286,9.71429,16.71429
RIVPACS IV NI,4,4,Spring & Summer,161.42857,25.57143,6.31771,196.2,29.28571,6.70029,190.5,28.57143,6.66986,199.5,29.28571,6.80643,194.12857,28.57143,6.79157,4.48,6.66729,6.66729,8.98871,8.98871,1,1,31.38229,30.92643,45.01343,43.71571,7.71371,7.70386,7.70386,8.62614,8.65743,67.67571,86.33,86.53886,91.043,95.34014,94.07071,6.16629,6.37171,5.26343,5.25629,5.14686,5.21443,0.10071,0.15929,1.07114,1.12443,1.07114,1.12443,1.10886,1.14543,0.57871,0.60029,0.28443,0.212,1.34314,1.60071,1.02114,1.05214,1.20229,0.92429,45.762,45.59729,52.18586,41.57486,95.63629,97.64486,79.552,40.27086,94.48529,9.03657,8.99657,7,16.57143,19.71429,38.85714,19.71429,42,11.14286,22.42857
RIVPACS IV NI,4,5,Spring & Autumn,154.14286,24.71429,6.23529,188.65714,28.14286,6.70114,181.22857,27.28571,6.64086,192.94286,28.14286,6.85543,185.8,27.28571,6.80986,4.48714,6.64057,6.64057,9.012,9.012,1,1,42.11943,41.30486,45.55443,44.15857,7.73386,7.71086,7.71086,8.69771,8.74786,70.384,89.375,89.89757,92.42171,96.49886,95.69771,6.14929,6.33886,5.41086,5.432,5.225,5.30329,0.02529,0.08129,1.24757,1.26729,1.24757,1.26729,1.15657,1.17271,0.65286,0.65286,0.18957,0.099,1.37971,1.60014,1.05843,1.09829,1.27429,0.98814,48.112,48.65657,54.52729,53.90857,98.69357,94.854,93.86243,54.263,97.52671,10.09943,10.14829,6.28571,14.85714,18.71429,34.85714,18.71429,40,10.42857,20.85714
RIVPACS IV NI,4,6,Summer & Autumn,141.57143,23.71429,5.97314,178.24286,28.14286,6.33314,169.45714,27,6.27171,181.31429,28.14286,6.446,172.67143,27,6.396,4.69529,6.81914,6.81914,9.30657,9.30657,1,1,27.55143,27.37514,44.95171,43.13757,7.60629,7.58657,7.58657,8.49071,8.54029,66.84371,84.98857,86.30943,89.52629,94.68057,93.71957,6.17757,6.38414,5.19986,5.20086,5.11471,5.18743,-0.04986,-0.02257,0.99129,1.03486,0.99129,1.03486,1.04443,1.06429,0.51014,0.53543,0.28943,0.19414,1.26843,1.54143,1.02843,1.05643,1.17871,0.96729,43.39357,44.673,50.54043,39.72886,94.11457,96.61057,74.37457,40.88471,90.69557,9.60443,9.64386,7,15.42857,19.42857,36.57143,19.42857,42.28571,11,21.28571
RIVPACS IV NI,4,7,"Spring, Summer & Autumn",170.42857,27,6.32,212.38571,31.85714,6.66629,202.35714,30.57143,6.61857,216.81429,31.85714,6.80271,207.15714,30.57143,6.77286,4.49629,6.56414,6.56414,8.92757,8.92757,1,1,33.564,33.08843,44.98543,43.46343,7.69143,7.66886,7.66886,8.66229,8.71271,68.22714,86.22986,87.23129,90.72886,95.42286,94.34229,6.15643,6.35014,5.30843,5.31943,5.16914,5.243,0.10643,0.16571,1.10343,1.14043,1.10343,1.14043,1.08086,1.1,0.60014,0.62029,0.31557,0.22529,1.32029,1.57714,1.03757,1.07514,1.19586,0.92957,46.39471,47.14729,53.73343,44.508,96.03271,96.115,82.55914,44.12157,94.43357,9.89914,9.93786,7,17.85714,20.42857,42.14286,20.42857,45.28571,11.14286,23.57143
RIVPACS IV NI,5,1,Spring,134.84615,21.61538,6.23069,153.91538,23.07692,6.64738,150.03077,22.61538,6.62031,155.6,23.07692,6.71154,151.83077,22.61538,6.69123,4.66792,7.00977,7.00977,9.50523,9.50523,1,1,45.79946,45.38877,47.21531,45.83562,7.67862,7.65431,7.65431,8.38046,8.43646,69.66723,84.47777,83.67146,89.807,93.47654,92.19631,6.38677,6.55315,5.20115,5.26131,5.18854,5.28062,-0.20823,-0.17908,0.95638,0.99931,0.95938,1.00254,1.14069,1.18546,0.51162,0.51492,0.11823,0.11238,1.26192,1.40923,0.88423,0.84923,1.10262,0.88138,49.10977,49.57623,53.04238,63.06015,97.20131,96.53677,88.42785,64.66615,94.53938,9.92323,9.88423,6.15385,12.46154,16.61538,28.46154,16.61538,32.30769,10.07692,17.69231
RIVPACS IV NI,5,2,Summer,116.15385,20,5.77454,137.67692,22.46154,6.11146,133.72308,21.92308,6.08408,137.06154,22.46154,6.08354,133.26154,21.92308,6.06277,4.92769,7.34915,7.34915,10.05708,10.05708,1,1,28.91908,27.08838,45.34215,43.75069,7.43869,7.42915,7.42915,8.11246,8.13415,65.48908,78.24677,76.41823,82.93431,88.44377,85.68346,6.18092,6.36438,4.70323,4.70069,4.83315,4.896,-0.50915,-0.52877,0.39515,0.54038,0.39515,0.54038,0.92846,1.05292,0.18408,0.20115,0.04869,0.03469,1.09992,1.18269,0.73531,0.56092,0.91754,0.72238,38.41538,40.44223,42.47969,29.39523,94.81569,94.06331,70.52008,29.44169,89.64415,7.96123,7.85415,6.46154,11.61538,17.61538,29.38462,17.61538,32.76923,10.53846,17.30769
RIVPACS IV NI,5,3,Autumn,142.76923,23.84615,5.966,159.46923,25,6.35346,156.84615,24.76923,6.31023,161.26154,25,6.41492,158.75385,24.76923,6.37608,4.84446,6.94931,6.94931,9.467,9.467,1,1,44.84462,44.35446,45.71546,44.31608,7.37785,7.36092,7.36092,8.14338,8.27615,66.00808,79.29962,79.89308,84.91315,91.42523,90.59246,6.26123,6.40754,5.037,5.071,5.05131,5.12162,-0.38746,-0.37623,0.66192,0.689,0.66392,0.69115,1.03669,1.06162,0.31669,0.31962,-0.06577,-0.095,1.07254,1.15938,0.78885,0.72885,0.94169,0.70138,42.00977,41.20654,44.06115,40.67454,98.02885,93.25485,92.51508,61.01477,94.95377,12.70662,12.89238,6,11.84615,17.46154,29.76923,17.46154,32.15385,10.15385,17.69231
RIVPACS IV NI,5,4,Spring & Summer,165.53846,26.30769,6.28485,195.59231,29.69231,6.58292,187.85385,28.69231,6.54408,197.11538,29.69231,6.63108,189.96923,28.69231,6.613,4.74731,6.98162,6.98162,9.59,9.59,1,1,35.59115,35.02123,46.35838,44.80454,7.53662,7.52085,7.52085,8.30731,8.36169,66.69654,80.51685,79.98446,85.13354,90.82223,89.14731,6.24069,6.40954,5.00869,5.02992,5.02777,5.09908,-0.24892,-0.23515,0.72792,0.80892,0.73,0.81131,1.05715,1.12608,0.39362,0.40362,0.12646,0.1,1.15954,1.28208,0.804,0.69469,0.99254,0.826,46.34454,47.81577,52.01062,43.98715,95.698,95.93446,82.21692,44.50638,92.38031,10.88208,10.76431,6.92308,15.15385,20,37.76923,20,38.76923,11.46154,21.46154
RIVPACS IV NI,5,5,Spring & Autumn,176.07692,27.92308,6.29577,199.96154,30.07692,6.63885,194.56923,29.46154,6.59508,203,30.07692,6.73392,197.82308,29.46154,6.70138,4.71623,6.82031,6.82031,9.38438,9.38438,1,1,46.212,45.77362,46.46031,44.95746,7.48269,7.46669,7.46669,8.26546,8.39362,67.96062,79.71938,80.95269,86.45154,91.62985,90.91946,6.27362,6.45946,5.079,5.15962,5.07946,5.19023,-0.20277,-0.17131,0.83546,0.86285,0.83738,0.86485,1.07238,1.105,0.45169,0.45385,0.07231,0.04954,1.12438,1.23731,0.82692,0.76246,0.99915,0.80192,46.98138,45.92985,50.84038,50.36362,97.44531,95.31762,91.12962,62.18438,95.21685,12.60777,12.74331,6.30769,14.61538,19.15385,37,19.15385,36.69231,10.76923,20.76923
RIVPACS IV NI,5,6,Summer & Autumn,170.15385,27.53846,6.16262,198.63846,30.92308,6.41385,190.47692,29.92308,6.35546,200.74615,30.92308,6.47346,193.02308,29.92308,6.43238,4.85323,6.90315,6.90315,9.51054,9.51054,1,1,35.26923,34.319,45.31723,43.63092,7.39131,7.38723,7.38723,8.17977,8.30269,66.67469,77.54854,78.66131,84.36192,89.97085,88.76592,6.16192,6.35146,4.89892,4.91354,4.938,5.01238,-0.31077,-0.30362,0.63115,0.68923,0.633,0.69138,1.00962,1.05815,0.35508,0.36415,0.10669,0.07215,1.07715,1.13685,0.80469,0.69585,0.95623,0.76477,42.55731,43.119,47.07592,32.94069,96.44277,93.41369,82.474,40.45831,92.006,12.13646,12.20015,7,15.23077,20.30769,38.84615,20.30769,39.53846,11.53846,22.07692
RIVPACS IV NI,5,7,"Spring, Summer & Autumn",193.53846,30.38462,6.35777,227.23846,34.38462,6.60723,217.45385,33.15385,6.55523,229.98462,34.38462,6.68392,221.12308,33.15385,6.66231,4.76169,6.80592,6.80592,9.42623,9.42623,1,1,38.65369,38.04815,46.06231,44.46123,7.46054,7.44769,7.44769,8.26738,8.38938,67.12069,78.31892,79.91546,85.36885,90.53031,89.77662,6.20592,6.38615,4.98631,5.021,5.00315,5.08569,-0.19531,-0.16992,0.74931,0.79592,0.751,0.79777,1.04262,1.08538,0.43285,0.44038,0.16031,0.125,1.11369,1.21315,0.81931,0.72008,0.98192,0.81062,46.39031,46.525,51.84746,41.85208,96.56069,95.054,85.53423,48.01692,93.15108,12.267,12.31954,7,16.69231,21.15385,43.15385,21.15385,42,11.76923,23.46154
RIVPACS IV NI,6,1,Spring,134.16667,22.25,6.02508,160.03333,24.83333,6.4435,154.65,24.25,6.3755,162.76667,24.83333,6.55692,157.45,24.25,6.4935,4.83175,7.11458,7.11458,9.69875,9.69875,0.95833,0.95833,21.33275,21.19308,46.786,45.33175,7.74383,7.74433,7.74433,8.50408,8.503,67.67433,87.21858,85.63767,90.752,95.04517,93.49492,6.31783,6.5155,5.06042,5.10992,5.08425,5.18142,-0.06067,0.02983,0.88375,0.97833,0.88375,0.97833,1.1555,1.19675,0.53433,0.57167,-0.09142,-0.18083,1.26375,1.50808,1.02675,1.05883,1.21492,0.92125,41.6395,40.27558,46.21008,29.65675,96.98383,89.82633,85.63892,32.40692,95.08992,9.44075,9.44075,6.5,13.33333,18.41667,33.41667,18.41667,37,10.66667,19.58333
RIVPACS IV NI,6,2,Summer,116.66667,20.58333,5.6185,144.20833,24.33333,5.87142,138.8,23.58333,5.835,145.36667,24.33333,5.90208,140.24167,23.58333,5.87758,5.05142,7.29883,7.29883,9.95717,9.95717,0.95833,0.95833,25.32258,25.20583,46.83642,45.10208,7.36892,7.339,7.339,8.01875,8.04775,56.59417,72.77567,73.29533,78.91433,84.5425,83.33142,6.08358,6.34692,4.76,4.834,4.83158,4.96558,-0.14917,-0.1215,0.476,0.52192,0.476,0.52192,0.82517,0.88308,0.13142,0.13142,-0.06367,-0.16675,1.02442,1.12608,0.90517,0.798,0.94333,0.69867,33.22125,31.90575,35.90258,28.72717,89.96408,97.79642,46.58617,32.02683,84.045,8.10525,7.99408,6,11,17.16667,29.75,17.16667,31.58333,10.41667,17.75
RIVPACS IV NI,6,3,Autumn,117.83333,21.25,5.44442,143.65,23.66667,5.97008,138.94167,23.08333,5.92792,145.25833,23.66667,6.02667,140.75,23.08333,5.99425,4.88142,7.07117,7.07117,9.62317,9.62317,1,1,20.13483,19.42925,45.64717,43.13508,7.42175,7.41375,7.41375,8.077,8.14075,60.114,77.63125,76.73533,85.34267,91.1145,89.48433,6.00592,6.15508,4.93242,4.96583,4.9025,4.9735,-0.62217,-0.61225,0.47758,0.62267,0.47758,0.62267,0.78367,0.88225,0.21742,0.23767,-0.22125,-0.31433,1.05058,1.10592,0.93408,0.87542,1.00442,0.70108,33.01817,32.26358,35.14,27.88617,98.4205,79.65608,92.45733,35.55008,96.4045,9.56783,9.57325,5.66667,10.91667,17.58333,29.33333,17.58333,33.33333,10.33333,17.16667
